"User_ID","Gender","Age","Marital_Status","Purchase"
1001470,"M","18-25","married",4437
1004585,"M","36-45","single",15675
1004808,"M","36-45","married",11409
1005493,"M","36-45","single",3574
1002425,"F","36-45","married",7604
1003526,"M","36-45","married",1790
1003743,"F","36-45","married",5321
1005780,"M","18-25","single",11990
1004666,"M","36-45","married",400
1001897,"F","51-55","married",7847
1005312,"M","26-35","single",5461
1003772,"M","36-45","married",7116
1005636,"M","26-35","married",12131
1005862,"F","26-35","married",19044
1001916,"M","46-50","single",7950
1002544,"M","46-50","single",8046
1004411,"M","18-25","single",11618
1003222,"M","36-45","married",7762
1001605,"F","18-25","single",15205
1002991,"M","51-55","married",3724
1003557,"M","18-25","married",8567
1003688,"M","18-25","single",3927
1005893,"M","26-35","single",6891
1005787,"M","26-35","single",4608
1002746,"M","51-55","married",5238
1003924,"M","51-55","married",16327
1005426,"M","26-35","single",9737
1004344,"M","26-35","single",8046
1005000,"M","26-35","single",13318
1004725,"M","36-45","single",8391
1001650,"M","26-35","single",11708
1004879,"M","26-35","single",6132
1004732,"M","26-35","married",8657
1004497,"M","51-55","married",7772
1002941,"M","36-45","married",15821
1005576,"M","26-35","single",10869
1003638,"M","26-35","single",6433
1004079,"M","36-45","married",5270
1002818,"M","26-35","single",7139
1003841,"M","46-50","single",9167
1005107,"F","46-50","single",8329
1002966,"F","26-35","single",6906
1003046,"M","0-17","single",8783
1005880,"M","26-35","married",8737
1005097,"M","55+","single",5476
1002996,"M","18-25","single",8162
1000891,"M","26-35","single",10991
1000692,"F","26-35","married",15308
1002456,"M","26-35","single",11492
1005251,"F","26-35","married",15968
1002341,"M","55+","single",3643
1004983,"F","46-50","married",7862
1003869,"M","18-25","single",7945
1005430,"F","46-50","married",4200
1003315,"M","26-35","married",11442
1005338,"M","26-35","single",19696
1003313,"M","36-45","single",15456
1001667,"M","51-55","single",9793
1000566,"M","26-35","single",6533
1000524,"M","18-25","single",6867
1001533,"M","46-50","married",19342
1005413,"M","36-45","single",15271
1003017,"F","36-45","single",3654
1001124,"M","26-35","married",7036
1002972,"M","26-35","married",8651
1005280,"M","18-25","single",12649
1004443,"M","55+","married",6962
1002986,"M","26-35","married",12713
1003261,"M","46-50","married",5179
1000201,"F","36-45","single",18383
1005091,"M","26-35","married",10028
1001099,"M","26-35","single",15902
1005464,"M","36-45","single",6872
1003483,"F","46-50","married",10030
1003808,"M","26-35","married",8903
1004774,"M","46-50","married",11978
1005463,"M","36-45","married",15259
1002010,"M","18-25","single",19657
1000808,"M","26-35","married",11920
1002757,"M","26-35","single",8253
1001228,"M","26-35","married",10036
1001586,"M","46-50","married",19388
1000963,"M","26-35","married",1779
1005428,"F","26-35","single",7404
1005113,"M","26-35","married",5302
1005367,"M","18-25","single",12068
1002073,"F","18-25","single",1534
1003792,"M","26-35","single",15614
1005251,"F","26-35","married",6022
1000830,"M","36-45","single",6150
1002000,"M","18-25","single",7053
1001667,"M","51-55","single",4518
1001317,"M","46-50","married",6943
1002353,"F","36-45","married",7874
1003749,"F","26-35","single",5473
1001599,"M","26-35","single",7872
1004509,"M","26-35","married",15657
1001847,"M","18-25","single",7887
1005788,"M","26-35","single",1602
1005504,"M","46-50","married",19957
1001579,"M","26-35","single",6034
1000284,"M","26-35","married",1986
1005639,"F","18-25","single",9985
1001545,"M","26-35","single",3045
1001317,"M","46-50","married",11661
1004901,"M","26-35","single",7803
1003903,"M","26-35","single",5434
1001168,"F","26-35","married",5344
1004112,"M","46-50","married",15774
1005786,"M","26-35","married",1815
1003224,"F","26-35","married",4695
1000242,"F","18-25","single",11755
1005980,"M","55+","single",7773
1004609,"F","26-35","single",11693
1004975,"M","36-45","single",6925
1002627,"M","26-35","married",5857
1001912,"M","26-35","married",1611
1003745,"F","26-35","single",20943
1000415,"F","36-45","married",5453
1002583,"M","36-45","single",8648
1006003,"F","46-50","single",7913
1004484,"F","26-35","single",11433
1001273,"M","36-45","married",7003
1001231,"M","26-35","single",5885
1005684,"M","18-25","single",2866
1004906,"M","51-55","married",7086
1002872,"M","26-35","single",8613
1004277,"M","36-45","single",8888
1001778,"M","18-25","single",19075
1000032,"F","26-35","married",7760
1000963,"M","26-35","married",8045
1001937,"M","26-35","single",3650
1004714,"M","51-55","married",15882
1000877,"M","26-35","married",6131
1000949,"M","51-55","married",11568
1004210,"M","26-35","single",19630
1003931,"M","26-35","single",15326
1002073,"F","18-25","single",9901
1000014,"M","36-45","single",4188
1004899,"M","26-35","married",8140
1001778,"M","18-25","single",11913
1001449,"M","36-45","married",5437
1000651,"M","36-45","single",6871
1005960,"F","46-50","married",1916
1005114,"F","0-17","single",2918
1005126,"M","26-35","single",5884
1005492,"M","18-25","married",7172
1003884,"M","18-25","married",8625
1000931,"F","55+","single",5835
1003735,"M","26-35","single",3452
1002674,"M","26-35","single",4763
1005383,"M","36-45","single",5139
1002323,"M","36-45","married",6041
1005801,"M","26-35","single",9862
1004050,"M","36-45","single",12215
1001605,"F","18-25","single",3238
1003281,"M","26-35","single",12051
1000619,"F","18-25","single",5213
1002680,"M","26-35","married",12476
1001284,"M","46-50","married",8728
1000678,"M","26-35","married",8618
1003908,"M","26-35","single",6892
1001128,"M","26-35","single",7837
1002551,"M","26-35","married",15347
1002941,"M","36-45","married",13573
1004288,"F","26-35","single",8865
1002994,"M","36-45","married",7904
1000210,"F","0-17","single",19690
1001764,"M","18-25","single",8591
1001356,"F","18-25","single",2024
1003749,"F","26-35","single",7167
1000777,"M","18-25","single",5383
1003823,"M","55+","single",7776
1002909,"M","26-35","single",7938
1004980,"M","26-35","single",7879
1005177,"M","46-50","married",15848
1002457,"M","26-35","married",5319
1001978,"M","0-17","single",20942
1000166,"M","18-25","married",16398
1002507,"M","26-35","married",7837
1001164,"F","26-35","married",7787
1001184,"F","26-35","married",7814
1003646,"M","36-45","married",20193
1002063,"M","26-35","single",6073
1002849,"M","46-50","single",8750
1000685,"M","26-35","married",6661
1001543,"M","26-35","single",11882
1005099,"M","18-25","single",15459
1004253,"M","46-50","single",578
1001604,"M","26-35","married",10034
1004085,"F","26-35","single",7794
1003978,"M","36-45","married",7090
1005954,"M","46-50","married",4514
1001745,"M","46-50","married",15184
1001933,"M","18-25","single",5471
1000546,"F","26-35","single",7015
1002590,"M","18-25","single",4314
1005418,"F","26-35","married",15540
1004626,"M","26-35","single",16474
1004838,"M","46-50","married",13151
1000053,"M","26-35","single",18748
1003333,"M","18-25","single",9774
1000333,"M","36-45","married",8842
1005788,"M","26-35","single",3891
1003979,"F","51-55","married",13687
1000669,"M","26-35","single",15824
1004009,"M","18-25","single",6077
1002340,"M","36-45","single",6087
1004430,"F","26-35","single",8113
1000216,"M","46-50","single",7082
1002958,"M","26-35","single",9937
1001757,"M","26-35","single",8907
1003643,"M","26-35","single",15280
1003779,"F","46-50","married",12162
1001107,"F","51-55","married",5363
1005765,"M","26-35","married",16606
1002541,"F","36-45","married",5224
1005654,"M","26-35","married",9923
1003695,"M","26-35","single",12968
1003823,"M","55+","single",12991
1001004,"M","26-35","single",5460
1003258,"M","46-50","married",6950
1004585,"M","36-45","single",15547
1003287,"M","55+","married",7181
1000048,"M","26-35","married",3684
1000999,"M","26-35","single",3888
1002279,"M","51-55","married",13269
1002387,"M","26-35","single",2343
1004543,"M","26-35","single",13295
1000024,"F","26-35","married",9792
1001963,"F","51-55","married",20013
1002642,"M","26-35","single",14338
1003892,"M","26-35","single",12014
1002181,"M","26-35","married",16391
1005065,"M","26-35","married",8821
1001765,"M","18-25","single",5144
1000086,"F","0-17","single",20372
1004281,"M","55+","single",7030
1001050,"M","26-35","single",5843
1001820,"M","26-35","married",9927
1001920,"F","36-45","single",15349
1001230,"M","26-35","single",7054
1001776,"M","26-35","married",7043
1001112,"M","18-25","single",11447
1001033,"M","26-35","single",3767
1003240,"M","18-25","single",8082
1004572,"F","0-17","single",7777
1004539,"M","36-45","single",4315
1004312,"M","26-35","married",6128
1000026,"M","26-35","married",16093
1002203,"M","46-50","married",15943
1001561,"F","18-25","single",3949
1001775,"M","26-35","married",7013
1000075,"F","0-17","single",19663
1004067,"M","46-50","married",3511
1005468,"M","26-35","single",16398
1000149,"M","26-35","married",9859
1004156,"M","55+","single",8095
1003289,"M","46-50","married",20967
1000509,"M","26-35","married",11378
1005184,"M","18-25","married",9765
1000264,"M","36-45","married",6910
1005925,"F","26-35","married",7110
1001348,"F","0-17","single",2086
1001399,"M","18-25","single",11858
1005242,"M","26-35","married",4451
1002453,"M","26-35","single",7981
1003598,"M","55+","single",4176
1001433,"F","18-25","single",12052
1003677,"F","26-35","single",4442
1005133,"M","18-25","single",7996
1005131,"F","26-35","single",8078
1000549,"M","26-35","single",7777
1000757,"M","26-35","single",5284
1000019,"M","0-17","single",13036
1000275,"M","26-35","married",19020
1005795,"M","26-35","married",7816
1001605,"F","18-25","single",7918
1003290,"M","26-35","single",20824
1000816,"M","46-50","single",7121
1004326,"F","46-50","married",20212
1003312,"F","18-25","single",7612
1002030,"M","26-35","single",8896
1000497,"F","26-35","single",6901
1002304,"M","46-50","married",5874
1005627,"M","26-35","married",6123
1000173,"M","26-35","married",5414
1003837,"M","26-35","single",12573
1004258,"M","26-35","single",10809
1005220,"M","26-35","single",11504
1001497,"M","51-55","married",15513
1003454,"M","18-25","married",7072
1002911,"F","26-35","single",9846
1002462,"M","36-45","single",6944
1001354,"F","26-35","single",19005
1000669,"M","26-35","single",4379
1005766,"M","55+","married",5998
1003660,"M","36-45","single",6935
1001369,"M","26-35","married",3518
1005273,"M","55+","married",9856
1002247,"M","46-50","married",4220
1001242,"F","36-45","married",7961
1005026,"M","26-35","married",8072
1000235,"M","26-35","single",760
1000855,"F","18-25","married",6128
1006026,"M","36-45","married",6019
1000727,"M","36-45","married",8804
1002818,"M","26-35","single",8141
1003223,"M","26-35","married",13101
1005620,"M","36-45","married",1695
1000123,"M","36-45","married",8058
1001941,"M","36-45","single",3510
1005716,"M","0-17","single",15769
1003732,"M","26-35","married",8750
1005428,"F","26-35","single",11579
1005458,"F","18-25","single",7088
1001072,"F","36-45","single",7819
1002029,"F","26-35","single",7017
1001186,"M","18-25","married",7136
1002876,"M","26-35","married",15705
1005520,"M","46-50","married",16441
1002621,"M","18-25","single",15580
1002916,"M","46-50","single",6146
1001285,"M","36-45","married",7122
1004204,"M","36-45","single",15601
1005126,"M","26-35","single",8746
1004408,"F","46-50","married",1773
1001835,"M","26-35","single",5846
1000996,"M","26-35","married",15389
1000308,"M","26-35","married",5905
1003327,"M","18-25","single",16504
1003665,"M","26-35","single",15231
1004728,"M","26-35","single",12677
1000789,"M","18-25","married",6858
1001018,"M","18-25","single",15544
1005466,"M","26-35","single",7796
1004078,"M","26-35","single",8872
1001010,"M","26-35","single",7655
1004687,"M","36-45","single",15469
1004006,"M","0-17","single",23075
1002761,"M","36-45","single",15709
1005085,"M","55+","single",9891
1005517,"M","55+","married",19013
1003242,"M","51-55","married",19147
1005821,"M","26-35","single",12923
1003301,"F","26-35","single",23955
1000084,"M","18-25","single",19388
1002497,"F","51-55","married",23730
1005369,"M","26-35","single",20489
1001264,"M","26-35","single",10780
1004408,"F","46-50","married",9786
1003381,"M","26-35","married",5880
1004506,"M","51-55","single",4607
1001021,"M","36-45","single",8615
1003180,"M","26-35","single",1935
1004083,"M","55+","single",1930
1004510,"M","46-50","married",6725
1001450,"M","18-25","married",5469
1004953,"M","36-45","single",9991
1000812,"M","26-35","single",15481
1003942,"M","18-25","single",4149
1002880,"M","18-25","single",7027
1000651,"M","36-45","single",15546
1002747,"F","18-25","single",10044
1005847,"F","18-25","single",15905
1005090,"F","36-45","married",927
1002777,"M","18-25","single",8072
1000656,"F","46-50","married",1056
1000509,"M","26-35","married",8090
1001121,"M","55+","married",15888
1005468,"M","26-35","single",11671
1000633,"M","26-35","single",20429
1000731,"M","46-50","married",5260
1003589,"F","46-50","married",1739
1002342,"M","36-45","single",12241
1001100,"M","26-35","married",3575
1005488,"M","26-35","single",15844
1002934,"F","36-45","single",3465
1003182,"M","26-35","married",6088
1004272,"M","46-50","single",4423
1004386,"M","26-35","single",5146
1004356,"M","36-45","married",12729
1000581,"M","51-55","married",11836
1004050,"M","36-45","single",15858
1004801,"M","26-35","single",7579
1001328,"M","36-45","single",7742
1003796,"M","46-50","married",5322
1004707,"M","0-17","single",15434
1003013,"M","46-50","married",8102
1004509,"M","26-35","married",8225
1000752,"F","26-35","single",3984
1005946,"F","55+","single",7012
1004139,"M","55+","married",11411
1001465,"M","51-55","married",8118
1003989,"M","51-55","married",6195
1000770,"M","18-25","married",4247
1003792,"M","26-35","single",5923
1002063,"M","26-35","single",11542
1004207,"M","36-45","single",7999
1001617,"M","26-35","single",16359
1003217,"F","36-45","single",11061
1005645,"M","26-35","single",11509
1002967,"M","26-35","single",5910
1004488,"M","36-45","single",7975
1003562,"F","26-35","single",3513
1001227,"M","51-55","single",8124
1003950,"M","26-35","single",12387
1005492,"M","18-25","married",3464
1002203,"M","46-50","married",9627
1002901,"M","26-35","single",8758
1001974,"M","36-45","single",8113
1001374,"M","51-55","single",5334
1003138,"M","36-45","married",15914
1000392,"M","18-25","single",9747
1004790,"F","26-35","married",8114
1002731,"M","36-45","single",20535
1003312,"F","18-25","single",1091
1002693,"M","55+","single",7932
1002496,"M","51-55","single",5350
1005788,"M","26-35","single",3421
1001733,"M","18-25","married",7183
1001697,"F","18-25","single",19145
1001150,"F","26-35","single",6072
1004802,"M","55+","married",6992
1001697,"F","18-25","single",5181
1004964,"M","36-45","married",6955
1003476,"M","51-55","married",7865
1003882,"M","55+","married",11961
1003754,"M","55+","married",7990
1000966,"M","55+","single",8112
1002162,"F","0-17","single",7122
1004117,"M","18-25","single",9981
1001958,"F","26-35","single",3742
1005091,"M","26-35","married",8806
1000647,"M","36-45","married",15481
1004484,"F","26-35","single",8798
1001804,"M","26-35","married",8328
1003574,"F","36-45","married",15409
1004161,"M","46-50","married",8029
1003927,"F","26-35","single",7949
1003283,"M","36-45","married",7065
1000245,"M","36-45","single",4550
1001980,"M","36-45","single",5242
1000044,"M","46-50","married",12941
1005797,"M","26-35","married",23223
1004154,"M","26-35","married",9988
1000149,"M","26-35","married",16579
1003301,"F","26-35","single",6028
1000889,"M","46-50","single",3595
1002030,"M","26-35","single",9769
1004227,"M","26-35","single",5266
1001501,"M","26-35","single",7087
1003524,"F","26-35","single",7482
1001224,"M","51-55","single",12805
1001383,"F","26-35","single",7758
1001733,"M","18-25","married",3739
1001354,"F","26-35","single",5900
1002101,"M","26-35","married",5265
1005820,"M","46-50","married",7001
1003837,"M","26-35","single",8018
1004542,"M","36-45","single",12971
1001086,"M","18-25","single",7110
1004574,"M","26-35","married",8572
1002217,"M","0-17","single",21032
1002668,"F","26-35","married",7903
1000212,"M","26-35","single",12067
1002885,"F","18-25","single",6958
1004826,"M","46-50","married",12022
1003824,"M","26-35","married",6109
1005366,"M","18-25","single",5201
1003526,"M","36-45","married",3743
1004323,"M","18-25","single",10052
1002503,"M","36-45","married",8355
1005831,"M","26-35","married",11413
1002010,"M","18-25","single",15228
1002215,"F","26-35","married",11377
1002792,"M","18-25","single",9970
1005556,"M","46-50","single",11859
1001749,"M","26-35","married",4247
1001441,"M","36-45","married",2958
1002404,"M","18-25","single",3607
1002878,"F","51-55","married",7954
1004386,"M","26-35","single",8882
1000022,"M","18-25","single",5160
1002137,"F","0-17","single",16163
1001882,"M","36-45","single",17129
1002485,"M","36-45","married",5981
1003874,"M","26-35","single",6139
1001974,"M","36-45","single",5458
1005664,"M","18-25","single",11078
1003822,"M","46-50","single",16172
1005880,"M","26-35","married",8818
1005097,"M","55+","single",9854
1005497,"M","26-35","married",15459
1002018,"M","36-45","single",20471
1003641,"M","26-35","single",9776
1002952,"M","26-35","single",8859
1005734,"F","26-35","married",12041
1005812,"F","26-35","married",6073
1004382,"M","26-35","married",5825
1000310,"F","18-25","single",11018
1002484,"M","46-50","single",5825
1004790,"F","26-35","married",5212
1001635,"M","26-35","single",9887
1005108,"F","26-35","married",6916
1005664,"M","18-25","single",8008
1005550,"M","36-45","single",7002
1002078,"M","18-25","single",9729
1001088,"F","0-17","single",6410
1001733,"M","18-25","married",7632
1002304,"M","46-50","married",2805
1005161,"M","26-35","single",19615
1004085,"F","26-35","single",16578
1000024,"F","26-35","married",6962
1004516,"M","18-25","married",7757
1004362,"M","26-35","single",3814
1004930,"M","51-55","married",15528
1001501,"M","26-35","single",19268
1005233,"M","26-35","married",6125
1003908,"M","26-35","single",8814
1001884,"M","46-50","married",5388
1001031,"M","36-45","married",15882
1004810,"M","18-25","single",15844
1003853,"M","26-35","married",9812
1000937,"M","26-35","married",15261
1001685,"M","36-45","single",12914
1000183,"F","46-50","married",7138
1001196,"F","18-25","single",2825
1000333,"M","36-45","married",6197
1001265,"F","18-25","married",11910
1005627,"M","26-35","married",5766
1004021,"M","51-55","married",8313
1004021,"M","51-55","married",16288
1005505,"F","26-35","married",15261
1004591,"M","26-35","single",5388
1001077,"M","26-35","single",11477
1004115,"M","26-35","single",8696
1004480,"M","26-35","single",1776
1003199,"M","18-25","single",15745
1001306,"M","26-35","single",8707
1001447,"M","18-25","single",4582
1000415,"F","36-45","married",7109
1003847,"M","26-35","single",5462
1005670,"M","18-25","single",19142
1004643,"M","26-35","single",6066
1003942,"M","18-25","single",4640
1001748,"M","51-55","married",16903
1005140,"M","26-35","single",8076
1001288,"F","36-45","single",6110
1000549,"M","26-35","single",8682
1004258,"M","26-35","single",6879
1003532,"F","36-45","single",7605
1003188,"M","55+","married",7814
1004543,"M","26-35","single",3485
1005457,"M","18-25","married",3449
1004401,"M","18-25","single",11934
1005121,"M","26-35","single",4091
1003651,"M","26-35","single",17033
1004128,"M","36-45","single",3599
1003830,"M","18-25","single",15085
1002764,"M","26-35","single",7132
1004779,"M","46-50","married",19922
1001208,"M","26-35","married",8011
1003311,"M","26-35","single",7620
1004490,"M","36-45","single",10066
1005114,"F","0-17","single",1741
1002688,"M","26-35","single",3964
1002181,"M","26-35","married",12294
1004089,"M","26-35","single",15394
1000801,"F","26-35","single",5478
1004277,"M","36-45","single",8133
1001988,"F","26-35","single",6032
1003603,"F","36-45","married",12318
1005574,"M","26-35","single",6102
1004666,"M","36-45","married",11831
1003796,"M","46-50","married",9901
1002670,"M","36-45","single",9826
1002398,"M","26-35","single",2115
1002091,"F","36-45","single",15469
1004510,"M","46-50","married",3513
1002489,"F","36-45","single",7055
1005985,"F","18-25","married",3446
1002429,"M","26-35","married",13422
1000925,"F","36-45","single",1374
1000612,"M","51-55","single",19234
1004064,"M","46-50","married",12282
1000343,"F","36-45","single",15295
1002233,"F","36-45","married",7057
1004906,"M","51-55","married",8033
1001116,"M","26-35","single",8642
1005536,"M","26-35","married",4666
1003501,"F","36-45","single",9939
1000184,"F","26-35","married",2148
1005780,"M","18-25","single",9741
1002537,"M","36-45","single",5372
1001632,"M","26-35","single",5247
1004002,"M","46-50","married",19587
1004921,"F","26-35","married",3063
1003718,"M","51-55","single",9826
1002935,"M","26-35","married",11974
1004416,"M","18-25","married",8652
1001422,"M","36-45","single",7967
1002901,"M","26-35","single",5213
1005378,"M","36-45","single",8043
1002116,"M","18-25","married",3487
1002826,"M","36-45","married",7071
1000058,"M","26-35","single",16189
1001219,"M","26-35","married",12082
1005759,"F","26-35","single",7114
1002165,"M","26-35","married",19573
1002592,"M","51-55","married",8114
1000302,"M","18-25","single",7721
1002453,"M","26-35","single",11940
1004091,"M","26-35","married",8085
1005602,"M","36-45","single",10677
1004732,"M","26-35","married",13102
1005555,"M","0-17","single",4141
1001374,"M","51-55","single",9730
1004390,"M","26-35","single",15650
1002457,"M","26-35","married",19162
1001796,"M","51-55","married",8764
1001141,"F","26-35","married",8705
1005803,"M","0-17","single",2010
1004902,"M","36-45","married",7058
1003083,"F","51-55","single",4072
1005535,"M","26-35","married",15221
1003110,"M","26-35","married",15977
1005036,"M","36-45","married",8297
1005556,"M","46-50","single",5228
1003441,"F","26-35","single",1889
1001319,"F","26-35","married",8668
1001842,"M","18-25","single",12316
1001420,"M","18-25","single",15200
1002765,"M","51-55","married",5331
1001812,"F","26-35","married",4410
1003992,"M","26-35","single",2813
1001842,"M","18-25","single",7901
1001974,"M","36-45","single",16602
1003716,"M","18-25","married",4483
1001081,"M","18-25","married",9724
1000169,"M","26-35","single",7999
1005981,"M","36-45","single",15234
1003056,"M","26-35","married",11549
1004051,"M","18-25","single",5826
1002020,"M","26-35","married",20951
1003081,"M","26-35","married",7820
1003607,"M","36-45","single",7184
1001088,"F","0-17","single",5400
1002126,"M","55+","married",19426
1005454,"M","36-45","single",11604
1001699,"F","26-35","single",5377
1005981,"M","36-45","single",7066
1003945,"F","46-50","single",5217
1000798,"F","26-35","married",11497
1001618,"M","51-55","married",6869
1000710,"M","26-35","single",6012
1005504,"M","46-50","married",12076
1004814,"M","18-25","single",11613
1000306,"M","18-25","single",15687
1002909,"M","26-35","single",19647
1000927,"F","26-35","married",5218
1001069,"M","26-35","single",8886
1002019,"M","51-55","married",6039
1001407,"F","36-45","married",15424
1000524,"M","18-25","single",7014
1000171,"F","51-55","married",12447
1001699,"F","26-35","single",6945
1002901,"M","26-35","single",12927
1000368,"M","26-35","single",9861
1001727,"M","36-45","married",15272
1005433,"F","36-45","married",12699
1001174,"F","18-25","single",5929
1005919,"M","18-25","single",6620
1002073,"F","18-25","single",6972
1005762,"F","36-45","married",6823
1003308,"F","18-25","married",4205
1002231,"M","51-55","married",10016
1001077,"M","26-35","single",10070
1002251,"M","36-45","single",1420
1004309,"M","26-35","single",9711
1004078,"M","26-35","single",4172
1003602,"M","26-35","single",7083
1005390,"M","0-17","single",16403
1004957,"M","26-35","married",5738
1003604,"F","0-17","single",8604
1000546,"F","26-35","single",1598
1003191,"M","26-35","single",4080
1005318,"M","18-25","married",3420
1002389,"M","26-35","married",9788
1003936,"F","36-45","married",19174
1001115,"F","26-35","single",19065
1005120,"M","51-55","single",15421
1002820,"F","36-45","single",3654
1003129,"M","26-35","single",9937
1004517,"F","18-25","married",5278
1002483,"M","55+","married",7937
1001680,"M","26-35","married",5204
1001264,"M","26-35","single",11413
1005468,"M","26-35","single",11905
1001605,"F","18-25","single",5330
1000127,"F","46-50","married",5886
1005090,"F","36-45","married",6940
1002921,"M","51-55","single",19213
1000730,"M","26-35","married",12194
1004653,"M","36-45","married",6197
1005901,"F","36-45","single",1799
1000123,"M","36-45","married",12058
1003841,"M","46-50","single",4435
1003462,"F","26-35","single",1883
1005222,"M","26-35","single",12095
1005970,"M","36-45","single",9718
1000192,"M","18-25","single",6922
1003082,"F","36-45","single",6914
1001488,"M","26-35","single",11587
1004514,"M","18-25","married",4061
1005874,"M","26-35","single",9732
1002058,"F","55+","single",7940
1001354,"F","26-35","single",16153
1005077,"M","26-35","single",3446
1002868,"M","36-45","single",8756
1002436,"M","26-35","single",19537
1004829,"M","26-35","single",7107
1002102,"M","26-35","single",1750
1001017,"M","36-45","single",11747
1002180,"M","26-35","married",12050
1003204,"M","46-50","married",8788
1001409,"M","18-25","married",16118
1001749,"M","26-35","married",4105
1004928,"F","26-35","single",5249
1005140,"M","26-35","single",6142
1004875,"M","36-45","single",2220
1001329,"M","18-25","single",15581
1002186,"M","18-25","single",11835
1001680,"M","26-35","married",7875
1004784,"F","36-45","single",6926
1000801,"F","26-35","single",19247
1004708,"M","26-35","single",6432
1005364,"F","26-35","single",9845
1005422,"M","51-55","married",11865
1004335,"M","36-45","single",12994
1000929,"M","26-35","single",7795
1001059,"F","26-35","single",5365
1005555,"M","0-17","single",10994
1001125,"F","18-25","single",15195
1000424,"M","26-35","single",2953
1002776,"M","26-35","single",15477
1004963,"M","46-50","married",8656
1001447,"M","18-25","single",9807
1000975,"M","36-45","married",3738
1000208,"M","36-45","married",6108
1000348,"M","51-55","married",2360
1004009,"M","18-25","single",3596
1000985,"M","26-35","single",16381
1001091,"M","18-25","single",8195
1002233,"F","36-45","married",11556
1004470,"M","36-45","married",19400
1001958,"F","26-35","single",6718
1005556,"M","46-50","single",11039
1003499,"M","26-35","single",15515
1000547,"M","36-45","single",9835
1003829,"F","26-35","single",6897
1001579,"M","26-35","single",8122
1003110,"M","26-35","married",9804
1000031,"M","55+","single",5476
1000676,"M","18-25","married",5374
1002241,"M","46-50","single",23676
1000533,"M","26-35","single",7133
1005098,"M","51-55","married",15631
1002887,"M","26-35","married",4105
1001701,"F","26-35","single",6998
1001552,"M","46-50","married",19203
1005716,"M","0-17","single",5957
1002231,"M","51-55","married",9821
1004344,"M","26-35","single",6114
1001501,"M","26-35","single",6966
1005585,"M","26-35","single",19535
1005503,"F","26-35","single",8074
1005318,"M","18-25","married",2101
1001680,"M","26-35","married",6884
1002179,"F","26-35","married",16621
1002264,"F","46-50","single",6006
1004210,"M","26-35","single",11981
1002286,"M","36-45","single",16618
1004064,"M","46-50","married",926
1001667,"M","51-55","single",15170
1002659,"M","36-45","married",7020
1005317,"F","26-35","single",7956
1003042,"M","55+","single",9921
1004806,"M","26-35","single",19045
1004167,"M","26-35","single",7162
1005347,"M","26-35","single",8813
1005954,"M","46-50","married",6095
1001259,"M","36-45","married",15997
1003374,"M","36-45","single",9834
1001422,"M","36-45","single",5217
1000765,"M","26-35","single",3458
1004260,"M","26-35","married",7468
1002383,"F","26-35","single",2831
1005156,"M","18-25","married",4135
1004253,"M","46-50","single",20109
1000366,"M","51-55","married",7894
1004167,"M","26-35","single",5218
1003421,"M","46-50","married",7946
1001399,"M","18-25","single",8092
1003480,"M","26-35","single",5446
1002063,"M","26-35","single",4569
1003233,"M","51-55","single",10000
1003201,"M","46-50","married",16462
1003138,"M","36-45","married",4614
1004489,"M","18-25","single",19940
1001206,"F","51-55","married",19140
1000930,"M","26-35","married",11443
1000673,"M","26-35","single",1987
1000476,"M","36-45","single",10664
1004942,"M","46-50","married",5875
1005222,"M","26-35","single",3426
1000759,"F","55+","single",7038
1000654,"M","51-55","married",8118
1001312,"M","26-35","married",9983
1002164,"M","36-45","single",9852
1001325,"M","26-35","married",20834
1001113,"M","18-25","single",3442
1001680,"M","26-35","married",5229
1002818,"M","26-35","single",7988
1002225,"M","26-35","married",8206
1001626,"M","18-25","married",6013
1004517,"F","18-25","married",9811
1004345,"F","26-35","single",6143
1002895,"M","26-35","single",7078
1000149,"M","26-35","married",15846
1002063,"M","26-35","single",3971
1005649,"F","18-25","single",11622
1001060,"M","18-25","single",15423
1002962,"M","36-45","single",12014
1003957,"M","36-45","single",8823
1004072,"M","51-55","single",19938
1003680,"F","26-35","single",7875
1002228,"M","26-35","married",19555
1000663,"F","26-35","single",19170
1001855,"M","18-25","single",12013
1003858,"F","46-50","married",1750
1000225,"M","26-35","single",7951
1001655,"M","18-25","married",19349
1004934,"F","26-35","single",10950
1000267,"M","46-50","married",6112
1002682,"M","18-25","married",940
1002340,"M","36-45","single",7912
1004041,"M","18-25","single",10862
1001149,"M","26-35","married",15208
1001920,"F","36-45","single",2121
1003904,"M","0-17","single",8629
1001182,"M","0-17","single",1887
1002792,"M","18-25","single",1612
1000753,"M","0-17","single",7188
1005562,"F","36-45","single",3756
1002188,"F","18-25","single",5171
1002615,"M","26-35","married",5828
1003430,"F","46-50","married",18547
1001150,"F","26-35","single",5409
1002857,"M","26-35","single",3025
1005955,"F","26-35","single",8787
1003201,"M","46-50","married",15735
1005306,"F","26-35","single",4710
1001383,"F","26-35","single",8025
1002697,"F","51-55","single",6854
1005726,"M","26-35","single",3453
1004285,"M","36-45","single",7916
1001524,"M","18-25","single",4706
1005630,"M","36-45","single",7177
1005387,"F","26-35","married",2298
1002164,"M","36-45","single",15202
1004328,"M","51-55","married",19320
1004085,"F","26-35","single",11468
1005163,"M","46-50","married",7034
1005553,"M","36-45","single",5255
